Metric,Prompt ID,Condition,Mean,Median,Std Dev,IQR,Min,Max
rouge_2,EXP8,Novel,0.10549974266940665,0.10393338954468803,0.013308345724676724,0.01659592887533029,0.07846556233653008,0.12224938875305624
rouge_2,EXP8,Base,0.13225061164785,0.13082678815778026,0.01738892094985654,0.02662521871584518,0.11282984531392173,0.16168148746968472
rouge_2,EXP9,Novel,0.14376045002225876,0.14139114502146743,0.015310362291688862,0.020046018653828546,0.1231281198003328,0.16863406408094433
rouge_2,EXP9,Base,0.16640802687334727,0.1642368027154761,0.01777024473869472,0.019260511076009568,0.1329534662867996,0.19237749546279495
rouge_2,EXP10,Novel,0.12492445862780646,0.1256935303820457,0.009607529113272601,0.014350732042152009,0.1109375,0.13871951219512194
rouge_2,EXP10,Base,0.13917311163495624,0.137664381268157,0.010094484940330578,0.007802994532200569,0.1254125412541254,0.16067329762815608
rouge_2,POP1,Novel,0.10858086564879406,0.11139082383343109,0.009611688755293123,0.01445783879528846,0.09077380952380952,0.11791383219954649
rouge_2,POP1,Base,0.10953356408228523,0.10751424279626441,0.00925721258485722,0.00920886496333495,0.09531013615733738,0.1275964391691395
rouge_2,POP2,Novel,0.11233439751300804,0.11552851025467659,0.011205662269681947,0.010769570890087857,0.09090909090909091,0.12508986340762043
rouge_2,POP2,Base,0.10441518120025424,0.10522819234248812,0.009896098809210606,0.008782077631959206,0.08492922564529559,0.11857707509881422
rouge_2,POP3,Novel,0.11999341937972541,0.1193566104275432,0.005108069899317019,0.007096602072304559,0.11360448807854137,0.12862190812720847
rouge_2,POP3,Base,0.1151838254617779,0.11250667872743293,0.012429353021163441,0.01741932242041551,0.09745127436281859,0.13626685592618878
rouge_2,POP4,Novel,0.07710169980502564,0.07700537808591978,0.007958402082952513,0.011062182502030074,0.063875088715401,0.09052333804809051
rouge_2,POP4,Base,0.07308786220011945,0.07413014831637088,0.007762391503751833,0.011448752766750295,0.05813953488372092,0.08190618019359643
